disease_name,n_genes,max_evidence_score,max_penetrance_score,max_category_score,max_actionability,is_pediatric,is_category_a,meets_ngsr,panel_SEIZ,panel_HYPOTO,panel_DERM,panel_HL,panel_CHD,panel_CM,panel_IEM,panel_REN,panel_PULM,panel_AN_TH,panel_SK,panel_COND,panel_THYR
Spondyloepiphyseal dysplasia tarda,1,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Spondylometaepiphyseal dysplasia, short limb-hand type",1,2.0,0.85,1.0,0.14166666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Stargardt disease,1,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Stickler syndrome,4,4.0,1.0,3.0,1.0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0
"Striatonigral degeneration, infantile",1,2.0,0.85,1.0,0.14166666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stuve-Wiedemann syndrome,1,3.0,1.0,3.0,0.75,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Succinic semialdehyde dehydrogenase deficiency,1,4.0,1.0,3.0,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Sudden infant death,1,1.0,0.5,1.0,0.041666666666666664,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sudden infant death syndrom,1,1.0,0.5,1.0,0.041666666666666664,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Sudden infant death with dysgenesis of the testes syndrome,1,1.0,0.5,1.0,0.041666666666666664,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sulphite oxidase deficiency,1,3.0,1.0,3.0,0.75,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Supravalvar aortic stenosis,1,4.0,1.0,3.0,1.0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0
"Surfactant metabolism dysfunction, pulmonary",1,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"Surfactant metabolism dysfunction, pulmonary, 3",1,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"Symphalangism, proximal, 1A",1,3.0,1.0,3.0,0.75,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Syndactyly - telecanthus - anogenital and renal malformations,1,3.0,1.0,3.0,0.75,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Syndromic cutis aplasia & limb anomalies,1,1.0,0.5,1.0,0.041666666666666664,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Tay-Sachs disease,1,4.0,1.0,3.0,1.0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"Telangiectasia, hereditary hemorrhagic, type 1",1,4.0,1.0,3.0,1.0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
"Telangiectasia, hereditary hemorrhagic, type 2",1,4.0,1.0,3.0,1.0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
Temtamy preaxial brachydactyly syndrome,1,2.0,0.85,1.0,0.14166666666666666,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"Tetra-amelia, autosomal recessive",1,1.0,0.5,1.0,0.041666666666666664,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Tetralogy of Fallot,5,1.0,0.5,1.0,0.041666666666666664,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Thalassaemia,1,1.0,0.5,1.0,0.041666666666666664,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Thalassaemia alpha,1,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"Thalassemia, alpha",1,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Thanatophoric dysplasia type 1,1,4.0,1.0,3.0,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
Thiamine-responsive megaloblastic anemia syndrome,1,3.0,1.0,3.0,0.75,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Thrombocytopaenia,1,1.0,0.5,1.0,0.041666666666666664,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Thrombocytopaenia-absent radius syndrome,1,3.0,1.0,3.0,0.75,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Thrombocytopenia 2,1,3.0,1.0,3.0,0.75,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Thrombocytopenia 4,1,1.0,0.5,1.0,0.041666666666666664,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Thrombophilia due to antithrombin III deficiency,1,4.0,0.6,1.0,0.19999999999999998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thrombophilia due to protein C deficiency,1,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Thrombotic thrombocytopenic purpura, familial",1,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
Thyroid dyshormonogenesis,3,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Thyroid dyshormonogenesis 1,1,3.0,1.0,3.0,0.75,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Thyroid dyshormonogenesis 2A,1,3.0,1.0,3.0,0.75,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Thyroid dyshormonogenesis 3,1,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Thyroid hormone resistance,1,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Thyrotropin-releasing hormone deficiency,1,1.0,0.5,1.0,0.041666666666666664,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Thyrotropin-releasing hormone resistance, generalized",1,1.0,0.5,1.0,0.041666666666666664,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Total anomalous pulmonary venous return,1,1.0,0.5,1.0,0.041666666666666664,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Townes-Brocks syndrome,1,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
Transposition of great arteries,1,1.0,0.5,1.0,0.041666666666666664,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Treacher Collins syndrome 1,1,4.0,1.0,3.0,1.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Trichohepatoenteric syndrome,1,3.0,1.0,3.0,0.75,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trichothiodystrophy,1,2.0,0.85,1.0,0.14166666666666666,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Trimethylaminuria,1,4.0,1.0,1.0,0.3333333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tuberous sclerosis 1,1,4.0,1.0,3.0,1.0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0
Tuberous sclerosis 2,1,4.0,1.0,3.0,1.0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0
Tyrosine hydroxylase deficiency,1,3.0,1.0,3.0,0.75,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"Tyrosinemia, type I",1,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
"Tyrosinemia, type II",1,4.0,1.0,3.0,1.0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"Tyrosinemia, type III",1,2.0,0.85,1.0,0.14166666666666666,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
UDP glucuronosyltransferase deficiency,1,1.0,0.5,1.0,0.041666666666666664,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ullrich congenital muscular dystrophy,3,4.0,1.0,3.0,1.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Ulna and fibula absence of with severe limb deficiency,1,2.0,0.85,1.0,0.14166666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Usher syndrome,3,4.0,1.0,3.0,1.0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Usher syndrome 1,2,3.0,1.0,3.0,0.75,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Usher syndrome 2,1,4.0,1.0,3.0,1.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Usher syndrome type 3B,1,1.0,0.5,1.0,0.041666666666666664,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Usher syndrome, type 1D",1,4.0,1.0,3.0,1.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"Usher syndrome, type 3A",1,3.0,1.0,3.0,0.75,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
VLCAD deficiency,1,4.0,1.0,3.0,1.0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
"Ventricular fibrillation, paroxysmal familial, 2",1,1.0,0.5,1.0,0.041666666666666664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Ventricular tachycardia, catecholaminergic polymorphic",2,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Vitamin D-dependent rickets,1,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitamin D-dependent rickets, type I",1,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Waardenburg syndrome,4,4.0,1.0,3.0,1.0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0
Wagner syndrome,1,3.0,1.0,3.0,0.75,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Walker-Warburg syndrome,2,4.0,1.0,3.0,1.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Warburg micro syndrome ,2,3.0,1.0,3.0,0.75,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Weaver syndrome 2,1,3.0,1.0,3.0,0.75,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Weill-Marchesani syndrome 2, dominant",1,2.0,0.85,1.0,0.14166666666666666,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0
Werner syndrome,1,4.0,1.0,3.0,1.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Wilms tumor, type 1",1,4.0,0.6,2.0,0.39999999999999997,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Wilson disease,1,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Wiskott-Aldrich syndrome,1,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Wolcott-Rallison syndrome,1,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Wolff-Parkinson-White syndrome,1,3.0,1.0,3.0,0.75,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Wolfram syndrome,2,4.0,1.0,3.0,1.0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0
Wolman syndrome,1,3.0,1.0,3.0,0.75,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
X-linked hydrocephalus syndrome,1,4.0,1.0,3.0,1.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
X-linked recessive intellectual deficit - epilepsy,1,2.0,0.85,1.0,0.14166666666666666,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Xeroderma pigmentosum,9,4.0,1.0,3.0,1.0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0
ZAP70-related severe combined immunodeficiency,1,3.0,1.0,3.0,0.75,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Zellweger syndrome,12,4.0,1.0,3.0,1.0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
van der Woude syndrome,1,4.0,1.0,3.0,1.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
von Hippel-Lindau syndrome,1,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
von Willebrand disease,1,4.0,0.6,2.0,0.39999999999999997,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
